id,category,question,sql_formula,excel_formula,calculation_steps,answer_format,correct_answer,related_tables,related_columns,created_at
Medium_12,Medium,What is the total cost of maintenance for Machine-M2 in the last quarter?,"SELECT SUM(Cost_Rupees) FROM maintenance_logs WHERE Machine = 'Machine-M2' AND Maintenance_Date >= DATE('now', '-3 months')","=SUMIFS(maintenance_logs[Cost_Rupees], maintenance_logs[Machine], ""Machine-M2"", maintenance_logs[Maintenance_Date], "">=""&TODAY()-90)",Filter maintenance_logs for Machine = 'Machine-M2' | Filter for dates in the last 3 months | Sum the Cost_Rupees column,number (total cost in Rupees),200700.00,maintenance_logs,"Machine, Cost_Rupees, Maintenance_Date",2025-11-28T12:33:05.699542
Medium_13,Medium,What is the percentage of failed quantity for Widget-B compared to the inspected quantity?,SELECT (SUM(Failed_Qty) * 100.0 / SUM(Inspected_Qty)) AS FailurePercentage FROM quality_control WHERE Product = 'Widget-B',"=(SUMIF(quality_control[Product], ""Widget-B"", quality_control[Failed_Qty])/SUMIF(quality_control[Product], ""Widget-B"", quality_control[Inspected_Qty]))*100","Filter the quality_control table for Product = 'Widget-B' | Sum the Failed_Qty column | Sum the Inspected_Qty column | Divide the sum of Failed_Qty by the sum of Inspected_Qty, then multiply by 100",percentage,Found 118 records,quality_control,"Product, Failed_Qty, Inspected_Qty",2025-11-28T12:33:05.700737
Medium_14,Medium,Which technician performed the most maintenance on Machine-M1 in the last year?,"SELECT Technician, COUNT(*) AS MaintenanceCount FROM maintenance_logs WHERE Machine = 'Machine-M1' AND Maintenance_Date >= DATE('now', '-1 year') GROUP BY Technician ORDER BY MaintenanceCount DESC LIMIT 1",Cannot be calculated directly in Excel without helper columns and formulas,Filter the maintenance_logs table for Machine = 'Machine-M1' | Filter for dates in the last year | Group the filtered data by Technician | Count the number of maintenance records for each technician | Order the technicians by the maintenance count in descending order | Select the technician with the highest maintenance count,Technician name,"{'Priya Sharma': 21, 'Rajesh Kumar': 34}",maintenance_logs,"Machine, Technician, Maintenance_Date",2025-11-28T12:33:05.701184
Medium_15,Medium,What is the average wastage of 'Steel Sheet 101' per month?,"SELECT strftime('%Y-%m', Date) AS Month, AVG(Wastage_Kg) FROM inventory_logs WHERE Material_Name = 'Steel Sheet 101' GROUP BY Month","Requires helper column for Month, then use AVERAGEIFS",Filter the inventory_logs table for Material_Name = 'Steel Sheet 101' | Extract the month from the Date column | Group the filtered data by month | Calculate the average Wastage_Kg for each month,A table showing month and average wastage in Kg,Unable to parse GROUP BY query,inventory_logs,"Material_Name, Wastage_Kg, Date",2025-11-28T12:33:05.702113
Medium_16,Medium,What is the correlation between downtime and failed quantity for all products?,"SELECT CORR(pl.Downtime_Minutes, qc.Failed_Qty) FROM production_logs pl JOIN quality_control qc ON pl.Date = qc.Inspection_Date AND pl.Product = qc.Product","=CORREL(production_logs[Downtime_Minutes], quality_control[Failed_Qty]) - but requires joining the tables first",Join production_logs and quality_control tables on Date and Product | Calculate the correlation between Downtime_Minutes and Failed_Qty,Correlation coefficient (number between -1 and 1),Found 792 records,"production_logs, quality_control","Downtime_Minutes, Failed_Qty, Date, Product",2025-11-28T12:33:05.702490
Medium_17,Medium,What is the total downtime hours for breakdowns caused by 'Motor overheating and failure to start'?,SELECT SUM(Downtime_Hours) FROM maintenance_logs WHERE Issue_Description = 'Motor overheating and failure to start',"=SUMIF(maintenance_logs[Issue_Description], ""Motor overheating and failure to start"", maintenance_logs[Downtime_Hours])",Filter the maintenance_logs table for Issue_Description = 'Motor overheating and failure to start' | Sum the Downtime_Hours column for the filtered data,Number (total downtime hours),6.50,maintenance_logs,"Issue_Description, Downtime_Hours",2025-11-28T12:33:05.702500
Medium_18,Medium,What is the running total of 'PVC Granules' consumption by date?,"SELECT Date, Material_Name, Consumption_Kg, SUM(Consumption_Kg) OVER (ORDER BY Date) AS RunningTotal FROM inventory_logs WHERE Material_Name LIKE '%PVC Granules%' ORDER BY Date","Requires a helper column to calculate a cumulative sum.  Assuming Date column is in A and Consumption_Kg is in B, in a new column C2 enter: =SUM($B$2:B2) and drag down",Filter inventory_logs table for Material_Name containing 'PVC Granules' | Calculate the running total of Consumption_Kg ordered by Date,"A table with Date, Material Name, Consumption_Kg, and Running Total Consumption_Kg",Found 407 records,inventory_logs,"Date, Material_Name, Consumption_Kg",2025-11-28T12:33:05.702985
Medium_19,Medium,How does actual quantity compare to target quantity of product 'Assembly-Z' for each shift?,"SELECT Shift, AVG(Actual_Qty) as Avg_Actual_Qty, AVG(Target_Qty) as Avg_Target_Qty FROM production_logs WHERE Product = 'Assembly-Z' GROUP BY Shift",Requires pivot table or formulas using AVERAGEIFS for each shift and each Actual_Qty and Target_Qty,Filter the production_logs table for Product = 'Assembly-Z' | Group by Shift | Calculate the average Actual_Qty and average Target_Qty for each shift,"Table showing shift, average actual quantity, and average target quantity.","{'Afternoon': 162.5487804878049, 'Morning': 146.25, 'Night': 179.609756097561}",production_logs,"Shift, Actual_Qty, Target_Qty, Product",2025-11-28T12:33:05.703048
Medium_20,Medium,Which supplier had the lowest average unit cost for 'Rubber-RB' in the last 6 months?,"SELECT Supplier, AVG(Unit_Cost_Rupees) AS AvgCost FROM inventory_logs WHERE Material_Code = 'Rubber-RB' AND Date >= DATE('now', '-6 months') GROUP BY Supplier ORDER BY AvgCost ASC LIMIT 1","Requires AVERAGEIFS to get average cost by supplier, then MIN to find lowest cost.",Filter the inventory logs for Material_Code = 'Rubber-RB' and dates in the last 6 months. | Calculate the average unit cost by supplier | Order by the average cost | Select the supplier with the lowest average cost.,Supplier Name,"{'Local Vendor': 135.44262295081967, 'Supplier-C': 190.375}",inventory_logs,"Material_Code, Unit_Cost_Rupees, Supplier, Date",2025-11-28T12:33:05.703608
Medium_21,Medium,What is the average downtime per shift for Machine-M1 in October 2026?,"SELECT Shift, AVG(Downtime_Minutes) FROM production_logs WHERE strftime('%Y-%m', Date) = '2026-10' AND Line_Machine LIKE '%Machine-M1%' GROUP BY Shift","AVERAGEIFS(production_logs[Downtime_Minutes], production_logs[Line_Machine], ""*Machine-M1*"", production_logs[Date], "">=2026-10-01"", production_logs[Date], ""<=2026-10-31"")",Filter production_logs for Line_Machine containing 'Machine-M1' | Filter for dates in October 2026 | Group by Shift | Calculate the average of Downtime_Minutes for each shift,"table (Shift, average downtime in minutes)","{'Afternoon': 12.783269961977187, 'Morning': 14.745387453874539, 'Night': 9.643410852713178}",production_logs,"Line_Machine, Date, Shift, Downtime_Minutes",2025-11-28T12:33:23.716302
Medium_22,Medium,"What is the total cost of breakdown maintenance for Machine-M2 between July 1, 2026, and September 30, 2026?",SELECT SUM(Cost_Rupees) FROM maintenance_logs WHERE Machine = 'Machine-M2' AND Maintenance_Type = 'Breakdown' AND Breakdown_Date BETWEEN '2026-07-01' AND '2026-09-30',"=SUMIFS(maintenance_logs[Cost_Rupees], maintenance_logs[Machine], ""Machine-M2"", maintenance_logs[Maintenance_Type], ""Breakdown"", maintenance_logs[Breakdown_Date], "">=2026-07-01"", maintenance_logs[Breakdown_Date], ""<=2026-09-30"")","Filter maintenance_logs for Machine = 'Machine-M2' | Filter for Maintenance_Type = 'Breakdown' | Filter for Breakdown_Date between July 1, 2026, and September 30, 2026 | Sum the Cost_Rupees column",number (total cost in Rupees),166500.00,maintenance_logs,"Machine, Maintenance_Type, Breakdown_Date, Cost_Rupees",2025-11-28T12:33:23.718201
Medium_23,Medium,What is the percentage of failed quantity for Component-X compared to the inspected quantity in Line-1?,SELECT SUM(Failed_Qty) * 100.0 / SUM(Inspected_Qty) FROM quality_control WHERE Product = 'Component-X' AND Line = 'Line-1',"SUMIFS(quality_control[Failed_Qty], quality_control[Product], ""Component-X"", quality_control[Line], ""Line-1"") / SUMIFS(quality_control[Inspected_Qty], quality_control[Product], ""Component-X"", quality_control[Line], ""Line-1"")",Filter quality_control for Product = 'Component-X' | Filter for Line = 'Line-1' | Sum the Failed_Qty column | Sum the Inspected_Qty column | Divide the sum of Failed_Qty by the sum of Inspected_Qty | Multiply by 100 to get the percentage,percentage,111.00%,quality_control,"Product, Line, Failed_Qty, Inspected_Qty",2025-11-28T12:33:23.720095
Medium_24,Medium,Which material has the highest wastage (in Kg) from July 2026 to Dec 2026?,"SELECT Material_Name FROM inventory_logs WHERE strftime('%Y-%m', Date) BETWEEN '2026-07' AND '2026-12' GROUP BY Material_Name ORDER BY SUM(Wastage_Kg) DESC LIMIT 1","INDEX(inventory_logs[Material_Name],MATCH(MAX(SUMIFS(inventory_logs[Wastage_Kg],inventory_logs[Date], "">=2026-07-01"", inventory_logs[Date], ""<=2026-12-31"",inventory_logs[Material_Name], inventory_logs[Material_Name])),SUMIFS(inventory_logs[Wastage_Kg],inventory_logs[Date], "">=2026-07-01"", inventory_logs[Date], ""<=2026-12-31"",inventory_logs[Material_Name], inventory_logs[Material_Name]),0))",Filter inventory_logs for dates between July 2026 and December 2026 | Group by Material_Name | Sum the Wastage_Kg for each material | Order by the sum of Wastage_Kg in descending order | Select the top material,string (material name),"{'Aluminum Alloy Ingots': 90, 'Aluminum Ingot': 575, 'Aluminum Ingot (Alloy 6061)': 12, 'Aluminum Ingots': 288, 'Copper Wire': 571, 'Copper Wire (1mm)': 20, 'PVC Granules': 1219, 'PVC Granules (Industrial Grade)': 90, 'PVC Granules - Grey': 25, 'PVC Granules, Extrusion Grade': 40, 'Rubber Compund': 25, 'Steel Sheet 101': 2036, 'Steel Sheet 101 (Galvanized)': 45, 'Steel Sheet 101 - 2mm': 50, 'Steel Sheet 101, Grade A': 25, 'Synthetic Rubber': 221, 'Synthetic Rubber Blend': 135, 'Synthetic Rubber Compound': 200, 'Synthetic Rubber Roll': 192, 'Synthetic Rubber, High Tensile': 10}",inventory_logs,"Material_Name, Date, Wastage_Kg",2025-11-28T12:33:23.721415
Medium_25,Medium,What is the correlation between Downtime_Minutes and Failed_Qty on Line-2 for the month of October 2026?,"SELECT CORR(pl.Downtime_Minutes, qc.Failed_Qty) FROM production_logs pl JOIN quality_control qc ON pl.Date = qc.Inspection_Date AND pl.Product = qc.Product WHERE pl.Line_Machine LIKE '%Line-2%' AND qc.Line = 'Line-2' AND strftime('%Y-%m', pl.Date) = '2026-10'","CORREL(FILTER(production_logs[Downtime_Minutes],(production_logs[Line_Machine]=""Line-2/Machine-M2"")*(MONTH(production_logs[Date])=10)),FILTER(quality_control[Failed_Qty],(quality_control[Line]=""Line-2"")*(MONTH(quality_control[Inspection_Date])=10)))",Join production_logs and quality_control on Date and Product | Filter for Line_Machine containing 'Line-2' and Line = 'Line-2' | Filter for dates in October 2026 | Calculate the correlation between Downtime_Minutes and Failed_Qty,number (correlation coefficient),Found 792 records,"production_logs, quality_control","Downtime_Minutes, Failed_Qty, Date, Product, Line_Machine, Line, Inspection_Date",2025-11-28T12:33:23.722342
Medium_26,Medium,What is the average number of reworks per product for each line?,"SELECT Line, Product, AVG(Rework_Count) FROM quality_control GROUP BY Line, Product","AVERAGEIFS(quality_control[Rework_Count], quality_control[Line], ""Line-1"", quality_control[Product],""Widget-A"")",Group quality_control by Line and Product | Calculate the average of Rework_Count for each group,"table (Line, Product, average rework count)",Unable to parse GROUP BY query,quality_control,"Line, Product, Rework_Count",2025-11-28T12:33:23.722503
Medium_27,Medium,Which technician has the highest average downtime hours per breakdown maintenance?,"SELECT Technician, AVG(Downtime_Hours) FROM maintenance_logs WHERE Maintenance_Type = 'Breakdown' GROUP BY Technician ORDER BY AVG(Downtime_Hours) DESC LIMIT 1","INDEX(maintenance_logs[Technician],MATCH(MAX(AVERAGEIFS(maintenance_logs[Downtime_Hours], maintenance_logs[Maintenance_Type],""Breakdown"", maintenance_logs[Technician], maintenance_logs[Technician])),AVERAGEIFS(maintenance_logs[Downtime_Hours], maintenance_logs[Maintenance_Type],""Breakdown"", maintenance_logs[Technician], maintenance_logs[Technician]),0))",Filter maintenance_logs for Maintenance_Type = 'Breakdown' | Group by Technician | Calculate the average of Downtime_Hours for each technician | Order by the average downtime in descending order | Select the top technician,string (technician name),"{'Priya Sharma': 5.084210526315789, 'Rajesh Kumar': 5.385185185185185}",maintenance_logs,"Technician, Downtime_Hours, Maintenance_Type",2025-11-28T12:33:23.722525
Medium_28,Medium,What is the total quantity of 'Steel Sheet 101' consumed from Supplier-A in 2026?,"SELECT SUM(Consumption_Kg) FROM inventory_logs WHERE Material_Name = 'Steel Sheet 101' AND Supplier = 'Supplier-A' AND strftime('%Y', Date) = '2026'","SUMIFS(inventory_logs[Consumption_Kg], inventory_logs[Material_Name], ""Steel Sheet 101"", inventory_logs[Supplier], ""Supplier-A"", inventory_logs[Date], "">=2026-01-01"", inventory_logs[Date], ""<=2026-12-31"")",Filter inventory_logs for Material_Name = 'Steel Sheet 101' | Filter for Supplier = 'Supplier-A' | Filter for dates in 2026 | Sum the Consumption_Kg column,number (total quantity in Kg),66016.00,inventory_logs,"Material_Name, Supplier, Date, Consumption_Kg",2025-11-28T12:33:23.723847
Medium_29,Medium,How does actual quantity compare to target quantity by product on Line-3?,"SELECT Product, AVG(Actual_Qty), AVG(Target_Qty) FROM production_logs WHERE Line_Machine LIKE '%Line-3%' GROUP BY Product","AVERAGEIFS(production_logs[Actual_Qty], production_logs[Line_Machine], ""*Line-3*"", production_logs[Product], ""Widget-A"")",Filter production_logs where Line_Machine contains Line-3 | Group the results by Product | Calculate the average of Actual_Qty for each Product | Calculate the average of Target_Qty for each Product,"table (Product, avg(Actual_Qty), avg(Target_Qty))","{'Assembly-Z': 166.28148148148148, 'Component-X': 246.38970588235293, 'Component-Y': 281.47014925373134, 'Widget-A': 276.1034482758621, 'Widget-B': 322.1353383458647, 'Widget-C': 286.5045871559633}",production_logs,"Line_Machine, Product, Actual_Qty, Target_Qty",2025-11-28T12:33:23.724758
Medium_30,Medium,What is the trend of product failure rate (Failed_Qty/Inspected_Qty) for Assembly-Z over the last 3 months?,"SELECT Inspection_Date, SUM(Failed_Qty)*1.0/SUM(Inspected_Qty) FROM quality_control WHERE Product = 'Assembly-Z' AND Inspection_Date >= DATE('now', '-3 months') GROUP BY Inspection_Date","SUMIFS(quality_control[Failed_Qty],quality_control[Product], ""Assembly-Z"", quality_control[Inspection_Date], "">""&TODAY()-90) / SUMIFS(quality_control[Inspected_Qty], quality_control[Product], ""Assembly-Z"", quality_control[Inspection_Date], "">""&TODAY()-90)",Filter quality_control for Product = 'Assembly-Z' | Filter for dates in the last 3 months | Group the results by Inspection_Date | Calculate sum of Failed_Qty and sum of Inspected_Qty for each date | Calculate Failed/Inspected for each date,"table (Date, failure rate)","{Timestamp('2025-11-05 00:00:00'): 18, Timestamp('2025-11-08 00:00:00'): 3, Timestamp('2025-11-12 00:00:00'): 10, Timestamp('2025-11-15 00:00:00'): 27, Timestamp('2025-11-16 00:00:00'): 2, Timestamp('2025-11-20 00:00:00'): 20, Timestamp('2025-11-21 00:00:00'): 1, Timestamp('2025-11-24 00:00:00'): 10, Timestamp('2025-11-25 00:00:00'): 10, Timestamp('2025-11-27 00:00:00'): 17, Timestamp('2025-11-30 00:00:00'): 5, Timestamp('2025-12-03 00:00:00'): 9, Timestamp('2025-12-05 00:00:00'): 5, Timestamp('2025-12-09 00:00:00'): 2, Timestamp('2025-12-10 00:00:00'): 13, Timestamp('2025-12-12 00:00:00'): 2, Timestamp('2025-12-15 00:00:00'): 11, Timestamp('2025-12-20 00:00:00'): 5, Timestamp('2025-12-21 00:00:00'): 8, Timestamp('2025-12-25 00:00:00'): 11, Timestamp('2025-12-27 00:00:00'): 2, Timestamp('2025-12-30 00:00:00'): 5, Timestamp('2025-12-31 00:00:00'): 5, Timestamp('2026-01-08 00:00:00'): 2, Timestamp('2026-01-14 00:00:00'): 21, Timestamp('2026-01-20 00:00:00'): 7, Timestamp('2026-01-26 00:00:00'): 32, Timestamp('2026-02-01 00:00:00'): 23, Timestamp('2026-02-07 00:00:00'): 11, Timestamp('2026-02-13 00:00:00'): 20, Timestamp('2026-02-19 00:00:00'): 3, Timestamp('2026-02-24 00:00:00'): 0, Timestamp('2026-02-26 00:00:00'): 0, Timestamp('2026-03-08 00:00:00'): 10, Timestamp('2026-03-13 00:00:00'): 3, Timestamp('2026-03-22 00:00:00'): 4, Timestamp('2026-03-23 00:00:00'): 2, Timestamp('2026-03-28 00:00:00'): 5, Timestamp('2026-04-03 00:00:00'): 43, Timestamp('2026-04-07 00:00:00'): 1, Timestamp('2026-04-08 00:00:00'): 3, Timestamp('2026-04-14 00:00:00'): 1, Timestamp('2026-05-08 00:00:00'): 3, Timestamp('2026-06-04 00:00:00'): 4, Timestamp('2026-06-10 00:00:00'): 5, Timestamp('2026-06-16 00:00:00'): 4, Timestamp('2026-07-16 00:00:00'): 2, Timestamp('2026-07-28 00:00:00'): 2, Timestamp('2026-08-27 00:00:00'): 3, Timestamp('2026-09-12 00:00:00'): 3, Timestamp('2026-10-12 00:00:00'): 1}",quality_control,"Product, Inspection_Date, Failed_Qty, Inspected_Qty",2025-11-28T12:33:23.725388
Medium_31,Medium,What is the average downtime (in minutes) per shift for Machine-M1 on Line-1 during the last quarter?,"SELECT Shift, AVG(Downtime_Minutes) FROM production_logs WHERE Line_Machine = 'Line-1/Machine-M1' AND Date BETWEEN DATE('now', '-3 months') AND DATE('now') GROUP BY Shift","=AVERAGEIFS(production_logs[Downtime_Minutes], production_logs[Line_Machine], ""Line-1/Machine-M1"", production_logs[Date], "">=""&TODAY()-90, production_logs[Date], ""<=""&TODAY())",Filter production_logs for Line_Machine = 'Line-1/Machine-M1' | Filter for dates in the last 3 months (approximately a quarter) | Group by Shift | Calculate the average Downtime_Minutes for each shift,numerical value (average downtime in minutes) per shift,{'Morning': 18.366906474820144},production_logs,"Line_Machine, Downtime_Minutes, Date, Shift",2025-11-28T12:33:37.139997
Medium_32,Medium,What is the percentage of failed quantity compared to the inspected quantity for each product type in the last month?,"SELECT Product, (SUM(Failed_Qty) * 100.0 / SUM(Inspected_Qty)) AS Failure_Percentage FROM quality_control WHERE Inspection_Date >= DATE('now', '-1 month') GROUP BY Product","=(SUMIFS(quality_control[Failed_Qty], quality_control[Inspection_Date], "">=""&TODAY()-30) / SUMIFS(quality_control[Inspected_Qty], quality_control[Inspection_Date], "">=""&TODAY()-30))*100",Filter quality_control for dates in the last month | Group by Product | Calculate the sum of Failed_Qty for each product | Calculate the sum of Inspected_Qty for each product | Divide the sum of Failed_Qty by the sum of Inspected_Qty and multiply by 100 to get the failure percentage,percentage (failure rate) for each product type,"{'Assembly-Z': 419, 'Component-X': 384, 'Component-Y': 402, 'Widget-A': 489, 'Widget-B': 431, 'Widget-C': 341}",quality_control,"Product, Failed_Qty, Inspected_Qty, Inspection_Date",2025-11-28T12:33:37.148606
Medium_33,Medium,What is the total cost of maintenance for each machine in the last year and how does it compare to the previous year?,"SELECT Machine, SUM(CASE WHEN Maintenance_Date BETWEEN DATE('now', '-1 year') AND DATE('now') THEN Cost_Rupees ELSE 0 END) AS CurrentYearCost, SUM(CASE WHEN Maintenance_Date BETWEEN DATE('now', '-2 year') AND DATE('now', '-1 year') THEN Cost_Rupees ELSE 0 END) AS PreviousYearCost FROM maintenance_logs GROUP BY Machine","SUMIFS(maintenance_logs[Cost_Rupees], maintenance_logs[Maintenance_Date], "">=""&TODAY()-365) - SUMIFS(maintenance_logs[Cost_Rupees], maintenance_logs[Maintenance_Date], "">=""&TODAY()-730, maintenance_logs[Maintenance_Date], ""<=""&TODAY()-365)",Group by Machine | Sum the Cost_Rupees for each machine where the Maintenance_Date is within the last year | Sum the Cost_Rupees for each machine where the Maintenance_Date is between one and two years ago,numerical values (total cost) for current year and previous year for each machine,Unable to parse GROUP BY query,maintenance_logs,"Machine, Cost_Rupees, Maintenance_Date",2025-11-28T12:33:37.149600
Medium_34,Medium,"Which material had the highest wastage (in Kg) in the last 6 months, and what was the total cost associated with that wastage?","SELECT Material_Name, SUM(Wastage_Kg) AS TotalWastageKg, SUM(Wastage_Kg * Unit_Cost_Rupees) AS TotalWastageCost FROM inventory_logs WHERE Date >= DATE('now', '-6 months') GROUP BY Material_Name ORDER BY TotalWastageKg DESC LIMIT 1","=MAX(SUMIFS(inventory_logs[Wastage_Kg], inventory_logs[Date], "">=""&TODAY()-180))",Filter inventory_logs for dates in the last 6 months | Group by Material_Name | Calculate the sum of Wastage_Kg for each material | Calculate the sum of (Wastage_Kg * Unit_Cost_Rupees) for each material | Order by TotalWastageKg in descending order | Select the top row,"Material name (string), total wastage in Kg (numerical value), total cost of wastage (numerical value)","{'Aluminum Alloy Ingots': 90, 'Aluminum Ingot': 575, 'Aluminum Ingot (Alloy 6061)': 12, 'Aluminum Ingots': 288, 'Copper Wire': 571, 'Copper Wire (1mm)': 20, 'PVC Granules': 1219, 'PVC Granules (Industrial Grade)': 90, 'PVC Granules - Grey': 25, 'PVC Granules, Extrusion Grade': 40, 'Rubber Compund': 25, 'Steel Sheet 101': 2036, 'Steel Sheet 101 (Galvanized)': 45, 'Steel Sheet 101 - 2mm': 50, 'Steel Sheet 101, Grade A': 25, 'Synthetic Rubber': 221, 'Synthetic Rubber Blend': 135, 'Synthetic Rubber Compound': 200, 'Synthetic Rubber Roll': 192, 'Synthetic Rubber, High Tensile': 10}",inventory_logs,"Material_Name, Wastage_Kg, Unit_Cost_Rupees, Date",2025-11-28T12:33:37.149666
Medium_35,Medium,How does the actual production quantity of Widget-B compare to the target production quantity in each shift?,"SELECT Shift, AVG(Actual_Qty) AS Avg_Actual, AVG(Target_Qty) AS Avg_Target FROM production_logs WHERE Product = 'Widget-B' GROUP BY Shift","=AVERAGEIFS(production_logs[Actual_Qty], production_logs[Product], ""Widget-B"") - AVERAGEIFS(production_logs[Target_Qty], production_logs[Product], ""Widget-B"")",Filter production_logs where Product is Widget-B | Group the result by Shift | Calculate Average Actual_Qty | Calculate Average Target_Qty,"Shift (string), average actual quantity (numerical), average target quantity (numerical)","{'Afternoon': 332.0693069306931, 'Morning': 288.72, 'Night': 298.14285714285717}",production_logs,"Product, Shift, Actual_Qty, Target_Qty",2025-11-28T12:33:37.150306
Complex_1,Complex,What is the average downtime (in minutes) per shift for each machine in the last quarter?,"SELECT pl.Line_Machine, pl.Shift, AVG(pl.Downtime_Minutes) AS Average_Downtime FROM production_logs pl WHERE pl.Date >= DATE('now', '-3 months') GROUP BY pl.Line_Machine, pl.Shift","Requires pivot table functionality. Create a pivot table with Line_Machine and Shift as rows, and AVERAGE of Downtime_Minutes as values. Filter Date column for last 3 months.",Filter production_logs for the last 3 months. | Group the data by Line_Machine and Shift. | Calculate the average Downtime_Minutes for each group.,"table (Line_Machine, Shift, Average Downtime in Minutes)",Unable to parse GROUP BY query,production_logs,"Line_Machine, Shift, Downtime_Minutes, Date",2025-11-28T12:33:57.001211
Complex_2,Complex,Which material has the highest wastage percentage (Wastage_Kg / Consumption_Kg) across all suppliers?,"SELECT Material_Name, AVG(Wastage_Kg * 1.0 / Consumption_Kg) AS Wastage_Percentage FROM inventory_logs GROUP BY Material_Name ORDER BY Wastage_Percentage DESC LIMIT 1",Add a column in inventory_logs: =Wastage_Kg/Consumption_Kg. Create a pivot table with Material_Name as row and average of the new column as values. Sort by values descending and show top 1.,Calculate the wastage percentage for each row: Wastage_Kg / Consumption_Kg. | Group the data by Material_Name. | Calculate the average wastage percentage for each material. | Order the results in descending order of average wastage percentage. | Select the material with the highest wastage percentage.,string (Material Name),Unable to parse GROUP BY query,inventory_logs,"Material_Name, Wastage_Kg, Consumption_Kg",2025-11-28T12:33:57.001454
Complex_3,Complex,What is the correlation between downtime minutes and failed quantity per line machine and product?,"SELECT CORR(pl.Downtime_Minutes, qc.Failed_Qty) AS Correlation FROM production_logs pl JOIN quality_control qc ON pl.Date = qc.Inspection_Date AND pl.Product = qc.Product AND replace(pl.Line_Machine, '/Machine-M1', '') = replace(qc.Line, 'Line-', '')","=CORREL(production_logs[Downtime_Minutes], quality_control[Failed_Qty]) after joining data on Date and Product columns, and a calculated column for line",Join production_logs and quality_control tables on Date and Product | Calculate the correlation between Downtime_Minutes and Failed_Qty,number (correlation coefficient),Found 792 records,"production_logs, quality_control","Downtime_Minutes, Failed_Qty, Date, Product",2025-11-28T12:33:57.001474
Complex_4,Complex,"Which technician has the highest average maintenance cost for breakdown maintenance, and what is the average cost?","SELECT Technician, AVG(Cost_Rupees) AS Average_Cost FROM maintenance_logs WHERE Maintenance_Type = 'Breakdown' GROUP BY Technician ORDER BY Average_Cost DESC LIMIT 1","Requires pivot table. Create a pivot table from maintenance_logs, with Technician as rows and AVERAGE of Cost_Rupees as values. Filter Maintenance_Type by 'Breakdown'. Sort by values descending and show top 1.",Filter maintenance_logs for Maintenance_Type = 'Breakdown'. | Group the data by Technician. | Calculate the average Cost_Rupees for each technician. | Order the results in descending order of average cost. | Select the technician with the highest average cost and their average cost.,"string (Technician Name), number (Average Cost)","{'Priya Sharma': 18052.63157894737, 'Rajesh Kumar': 23851.85185185185}",maintenance_logs,"Technician, Cost_Rupees, Maintenance_Type",2025-11-28T12:33:57.001493
Complex_5,Complex,"What is the trend of 'Passed_Qty' for 'Widget-A' over the last month, broken down by line?","SELECT Line, Inspection_Date, SUM(Passed_Qty) AS Total_Passed_Qty FROM quality_control WHERE Product = 'Widget-A' AND Inspection_Date >= DATE('now', '-1 month') GROUP BY Line, Inspection_Date ORDER BY Line, Inspection_Date","Requires trendline analysis in a chart. Create a pivot table with Inspection_Date as rows, Line as columns, and SUM of Passed_Qty as values. Filter for Product='Widget-A' and last one month. Then generate trendlines for each line.",Filter quality_control for Product = 'Widget-A' and dates within the last month. | Group by Line and Inspection_Date | Sum Passed_Qty for each group to get total quantity passed | Order data by line and date. | Trendline (visually from graph of data) (Inspection_Date vs Total Passed Quantity per line),"table (Line, Date, Total Passed Quantity)",Unable to parse GROUP BY query,quality_control,"Line, Inspection_Date, Passed_Qty, Product",2025-11-28T12:33:57.003541
Complex_6,Complex,How does the actual quantity produced compared to the target quantity vary by shift for each product?,"SELECT Product, Shift, AVG(Actual_Qty - Target_Qty) AS Quantity_Variance FROM production_logs GROUP BY Product, Shift",Requires Pivot Table. Create a pivot table with Product and Shift as rows and AVERAGE of (Actual_Qty - Target_Qty) as values.,"Calculate the variance between Actual_Qty and Target_Qty for each row. | Group the data by Product and Shift. | Calculate the average variance for each group. | Present the results as Product, Shift, and Variance.","table (Product, Shift, Quantity Variance)",Unable to parse GROUP BY query,production_logs,"Product, Shift, Actual_Qty, Target_Qty",2025-11-28T12:33:57.004011
Complex_7,Complex,"What are the top 3 defect types that lead to rework for Widget-B, and what is their total rework count?","SELECT Defect_Type, SUM(Rework_Count) AS Total_Rework_Count FROM quality_control WHERE Product = 'Widget-B' GROUP BY Defect_Type ORDER BY Total_Rework_Count DESC LIMIT 3","Create a pivot table from quality_control, with Defect_Type as rows, and SUM of Rework_Count as values. Filter Product by 'Widget-B'. Sort by values descending and show top 3.",Filter quality_control for Product = 'Widget-B'. | Group the data by Defect_Type. | Calculate the sum of Rework_Count for each defect type. | Order the results in descending order of total rework count. | Select the top 3 defect types and their corresponding total rework counts.,"table (Defect Type, Total Rework Count)","{'Assembly Error': 48, 'Dimensional': 66, 'Material Defect': 20, 'Packaging Issue': 8, 'Surface Finish': 22}",quality_control,"Defect_Type, Rework_Count, Product",2025-11-28T12:33:57.004024
